m1
('AT', ('the', 'AT')),0.1521134364159136
('AT', ('an', 'AT')),1.4221389280612777
('AT', ('no', 'AT')),1.73456713680248
('AT', ('a', 'AT')),0.6303941379244075
('AT', ('every', 'AT')),2.300848263015643
('AT', ('UNK', 'AT')),4.690014347380175
('NP-TL', ('UNK', 'NP-TL')),0.36107995750574046
('NP-TL', ('atlanta', 'NP-TL')),3.0020580148640725
('NP-TL', ('georgia', 'NP-TL')),2.457989970513797
('NP-TL', ('jackson', 'NP-TL')),3.303088010528054
('NP-TL', ('miller', 'NP-TL')),3.303088010528054
('NP-TL', ('texas', 'NP-TL')),2.373669084813761
('NP-TL', ('texan', 'NP-TL')),3.604118006192035
('NP-TL', ('wise', 'NP-TL')),3.604118006192035
('NP-TL', ('paris', 'NP-TL')),3.0020580148640725
('NP-TL', ('oklahoma', 'NP-TL')),3.1269967514723724
('NP-TL', ('york', 'NP-TL')),1.1255515105981915
('NP-TL', ('louis', 'NP-TL')),2.490174653885198
('NP-TL', ('cook', 'NP-TL')),3.303088010528054
('NP-TL', ('republican', 'NP-TL')),2.64987549675271
('NP-TL', ('atlantic', 'NP-TL')),2.825966755808391
('NP-TL', ('nam', 'NP-TL')),2.64987549675271
('NP-TL', ('lao', 'NP-TL')),3.1269967514723724
('NP-TL', ('boston', 'NP-TL')),2.5627253210338097
('NP-TL', ('america', 'NP-TL')),1.7348862864610586
('NP-TL', ('providence', 'NP-TL')),2.0243344095752245
('NP-TL', ('jersey', 'NP-TL')),2.303088010528054
('NP-TL', ('mack', 'NP-TL')),3.604118006192035
('NP-TL', ('essex', 'NP-TL')),2.905148001856016
('NP-TL', ('orange', 'NP-TL')),2.905148001856016
('NP-TL', ('michigan', 'NP-TL')),2.905148001856016
('NP-TL', ('morris', 'NP-TL')),3.1269967514723724
('NP-TL', ('feis', 'NP-TL')),3.604118006192035
('NP-TL', ('hunter', 'NP-TL')),3.1269967514723724
('NP-TL', ('orleans', 'NP-TL')),2.0130533991655355
('NP-TL', ('miles', 'NP-TL')),3.604118006192035
('NP-TL', ('pennsylvania', 'NP-TL')),2.457989970513797
('NP-TL', ('columbia', 'NP-TL')),2.39999802353611
('NP-TL', ('lafayette', 'NP-TL')),2.825966755808391
('NP-TL', ('hughes', 'NP-TL')),3.303088010528054
('NP-TL', ('baptist', 'NP-TL')),2.825966755808391
('NP-TL', ('kiwanis', 'NP-TL')),3.604118006192035
('NP-TL', ('god', 'NP-TL')),2.141720008293079
('NP-TL', ('coliseum', 'NP-TL')),3.604118006192035
('NP-TL', ('miami', 'NP-TL')),2.5627253210338097
('NP-TL', ('florida', 'NP-TL')),3.1269967514723724
('NP-TL', ('clipper', 'NP-TL')),3.604118006192035
